age,study_hours,class_attendance,sleep_hours,sleep_quality,exam_difficulty,facility_rating,exam_score
19,4.94,69.3,7.9,3,2,1,74.9
23,0.21,82.5,6.6,3,2,1,46.7
21,3.97,48,6.1,3,1,3,59
23,1.22,49.5,8.2,2,2,2,38.9
22,5.38,88.8,4.9,2,2,3,74.8
22,7.43,53.7,8,3,2,1,90.5
21,0.71,89.7,4.9,1,1,3,39.5
23,6.22,45.7,6.9,3,1,3,100
22,6.64,90.2,8.6,2,2,3,89.9
18,1.41,84,8,1,1,3,67.9
23,7.38,48.9,6.3,3,2,3,82.3
21,4.97,60.3,6.7,1,2,2,55.5
19,4.28,60,5.5,1,3,2,47.9
21,5.37,48,6.5,3,2,2,83.9
24,2.3,62.6,9.4,1,2,2,48.8
23,0.2,80.7,9.1,3,2,2,44.9
23,3.54,83.8,4.6,1,2,3,45.6
20,5.95,52.2,5.1,3,2,3,79.1
23,7.35,83.3,4.2,1,1,1,75.6
20,3.44,56,6.5,1,1,2,58
22,2.11,42.6,9,1,1,1,34.3
22,1.05,51.7,7.5,2,2,3,48.2
18,7.48,60.5,5.4,3,2,2,97.1
19,1.85,42.2,6.4,1,3,3,25.2
17,7.29,45.7,4.6,1,1,2,74.7
18,1.47,61.4,6.3,2,1,2,25.6
20,0.15,95.5,6.2,2,2,2,50.1
20,1.79,78.1,5.6,2,3,2,44
18,3.94,96.1,5.3,1,2,1,53.7
20,2.79,42.2,5.3,1,2,1,39.4
21,7.26,92.1,4.9,2,2,3,100
18,4.36,48.1,4.8,3,2,2,59.4
19,0.94,54.2,9.9,3,2,2,42.3
19,5,46,7.9,1,3,2,47.4
21,3.11,64.7,7.8,1,3,2,39.1
19,5.43,52.1,6.4,3,3,2,61.5
22,6.29,84.4,5,1,3,2,76.8
19,7.88,85.3,6.9,3,2,1,94.1
20,4.61,57.4,6.3,3,2,3,65.6
20,2.93,88,5.5,3,2,2,60.3
18,3.47,49.8,8.6,1,1,3,71.6
22,3.22,42.4,5.4,3,1,1,52.3
18,3.6,49.9,8.3,1,1,1,48.5
19,0.24,54.7,4.8,3,1,1,26.5
23,1.98,43,7,3,2,1,37
24,7.9,46.6,8.1,2,2,2,90.6
22,7.42,58.2,8.1,2,3,3,95.5
24,0.39,91.1,9.9,2,2,1,28.1
23,7.84,91.3,6.7,3,2,3,100
20,6.34,99.4,6.3,3,3,1,92.7
23,0.08,45.9,8.5,1,2,1,19.599
19,7.31,40.6,4.4,1,1,2,73.3
20,7.68,73.9,7,2,2,1,100
21,5.03,76.2,9.2,2,2,3,64.5
24,6.31,54.2,5.6,2,3,3,61.6
23,2.66,87.8,7,1,1,2,55.3
20,4.58,97.4,5,1,3,3,56.4
22,5.85,59.9,9.7,1,1,3,74.9
18,4.49,96.8,9.1,1,2,3,78.8
23,2.44,46.3,8.6,1,2,3,47.3
21,5.19,68.5,4.9,3,2,1,62.1
21,6.71,51.8,7,3,2,3,88.8
23,6.69,75.1,5.3,2,1,1,80.9
22,1.06,44.3,9.5,3,1,1,29.2
17,3.56,70.3,9.6,3,1,1,63.7
19,0.31,50.4,8.4,2,3,1,45.2
18,5.06,65,7.9,1,2,3,70.5
22,1.94,81.3,5.5,2,3,2,39.6
17,7.44,60,4.4,2,2,3,77.6
18,4.95,72.4,9,1,2,2,54.2
21,3.2,98.3,5.4,1,1,1,30.3
22,5.85,92.5,5.6,3,2,1,75.2
21,1.66,99.4,5.5,1,2,2,59.9
23,0.73,50.6,6.1,1,2,1,34.7
24,0.7,69.6,5.9,3,2,1,19.599
18,4.66,87.1,5.5,1,2,3,91.4
24,7.11,95.7,4.8,3,2,2,95.3
21,1.78,54.5,8.7,2,2,3,47.6
22,6.08,99.3,9.7,2,1,1,79.5
17,0.3,66.5,4.9,1,2,3,40.3
21,2.83,86.3,7.5,3,2,3,57.8
22,5.23,71.1,6.6,2,1,2,55.5
21,6.61,57.9,6.7,2,3,1,88.7
17,7.55,46.5,8.5,1,1,2,71.3
21,5.06,49.7,8.5,3,2,2,59.9
24,3.7,78.8,4.4,3,2,1,58.9
22,0.49,73.2,9.4,3,2,2,68.7
18,2.21,66,4.1,1,2,1,46.2
24,7.38,77.6,6.6,1,1,2,95.7
24,4.66,70.4,4.6,2,2,2,59.1
18,2.74,48.5,8,1,3,1,39.3
23,1.99,55.7,6.5,3,2,3,53.4
20,0.91,65.9,4.8,2,3,3,55.7
21,6.01,63.9,6,3,3,2,100
20,3.3,94.2,5.6,3,2,2,70.6
23,7.49,96.5,7.9,1,2,2,99.1
24,3.64,72,8,2,1,3,71.9
23,6.55,55.9,7.3,1,2,2,66.9
24,1.04,87.9,8.7,2,3,3,65.1
24,1.21,50.9,4.1,3,2,2,63.8
17,2.19,69.5,7.9,2,2,3,61.6
19,1.53,99.4,7.9,1,1,2,33.2
22,7.81,92.5,6.8,1,2,1,93.9
21,6.47,95.8,9,3,1,1,100
17,2.79,45.9,4.4,1,1,1,28.1
17,4.16,67.7,8.6,1,2,2,63.7
21,4.27,86.1,5.9,2,3,1,52.3
21,4.86,49.4,4.2,1,2,1,69.1
18,0.83,86.1,4.1,2,2,1,49.9
18,2.79,60.5,5.5,3,2,1,45.4
18,0.69,93.2,7.5,2,2,1,59.9
21,7.35,65.1,7.7,3,2,1,73
17,3.23,55,4.7,1,3,3,37.6
21,5.82,95,5.7,2,2,3,93.3
20,7.37,82.8,4.6,1,2,2,61.7
20,2.48,67.8,9,3,2,1,46.8
22,0.7,97.7,9.1,1,2,2,46.3
21,2.69,76.1,5.2,2,2,1,41.8
22,5.37,75.2,9.4,1,2,1,41.8
23,4,61.7,4.5,1,3,3,58
24,0.6,90.1,7.2,3,2,3,50.4
23,0.56,75.1,8.3,3,2,1,55.8
21,5.6,77.3,6.4,3,1,3,93.8
20,5.89,96.2,4.6,3,3,3,94.1
18,0.88,56.2,8.6,1,2,2,23.9
21,6.36,87.5,8.7,3,1,3,99.3
18,2.76,88.6,6,2,2,3,69.3
24,0.55,43.8,4.1,1,1,3,23.4
23,2.67,83.3,9.5,3,1,2,63.4
17,5.84,89.8,4.5,1,2,2,55.9
23,5.25,72.2,5.6,1,1,2,48.6
17,3.85,46.7,6.6,1,2,1,46.2
22,2.24,44.7,6.7,1,2,2,41.5
17,3.34,41.4,7.1,2,1,3,53.4
20,3.05,62,5.3,2,2,1,55.2
22,3.12,77.3,6.3,3,2,1,51.6
22,3.92,74.2,9.6,3,2,1,61.3
20,3.64,70.6,9.3,3,3,2,71.9
24,0.82,65,4.5,1,3,2,37.1
23,2.32,80.9,8.7,3,2,1,52.6
18,1.03,93,7.3,3,1,2,43.5
22,4.82,89.6,4.2,3,2,1,81.7
22,3.38,82.9,8.7,1,2,1,50
19,5.38,57.5,4.9,3,1,3,82.3
22,0.7,96.4,5.5,3,2,2,57.9
24,2.76,91.7,4.5,2,3,2,56.2
23,1.44,96.9,8.6,2,3,1,46
23,0.74,77.1,8.2,1,1,2,43.7
22,6.19,60,9,3,1,3,58.1
19,1.05,67.1,7,1,2,3,66.6
23,1.4,59.6,6.6,3,2,1,43
19,2.93,61.1,7.3,2,1,3,71.7
21,2.34,65.5,4.1,1,2,2,29.1
19,7.36,96.1,8.7,3,1,1,100
19,7.91,69.8,9,1,2,1,72
18,3.38,64.3,4.4,2,2,2,57.2
24,1.61,78.4,9.5,3,2,3,61.2
18,3.98,57.2,6.5,2,2,2,54.4
17,3.97,40.6,5.4,2,1,2,49.7
24,3.73,83.8,4.2,2,1,2,71.2
21,0.16,59.9,9.9,2,2,1,41.6
20,1.03,54.2,8,3,2,1,41.7
22,1.13,72.1,7.7,2,2,3,37
20,2.81,49.7,4.9,2,1,2,37.8
18,4.65,56.7,8.8,3,1,3,82.3
22,7.02,70.7,7.5,2,2,3,85.1
18,1.79,98.5,6.1,1,2,3,71.4
21,6.17,54.6,7.8,2,2,2,55.9
24,1.81,68,4.8,1,2,1,39.4
24,0.26,71.7,6.5,1,3,2,56.5
19,5.2,82.8,4.9,3,3,1,72.3
23,1.72,71.3,4.7,1,2,1,43.4
21,7.36,84,9.9,3,2,3,97.9
20,7.47,91.9,5.7,2,2,1,93.9
18,0.84,57,4.1,3,2,1,32.8
20,1.56,90.1,5.3,3,2,3,40.4
22,1.68,55.8,6.2,1,2,2,69.9
24,7.29,88.6,4.1,2,1,2,94.9
17,0.62,78.2,7.8,1,2,2,62.3
22,6.01,74.1,7.1,1,2,1,74.2
23,2.3,67.8,6,3,1,2,41.7
24,4.66,72.7,9.3,2,2,1,63.7
20,1.42,54.1,5.5,2,1,3,40.2
17,6.45,69.9,4.5,1,2,2,96.2
19,5.37,76.5,4.6,2,3,3,73.3
23,0.17,62.9,8.8,3,3,3,43.1
24,1.9,62.9,6,3,2,3,43.8
22,3.73,60.8,9.4,2,1,1,68.1
17,4.25,89.1,4.5,3,2,2,74.6
17,6.62,63.1,7.2,3,3,1,67.8
20,3.1,74.8,5.7,2,2,1,55.1
21,7.41,98.3,9.6,3,1,3,100
17,1.55,41.8,6.9,2,1,2,36.1
22,6.86,53.2,5.6,2,1,2,81.3
21,7.23,95.5,4.2,1,2,1,81.5
17,5.01,83,6.9,1,3,3,62.7
17,7.74,62.6,4.9,2,1,3,87.2
20,3.28,45.4,4.4,1,2,1,50.5
22,5.59,70.8,4.9,3,3,1,38.8
23,0.08,87,7.1,3,1,1,33.4
20,2.2,65.4,5.5,3,1,1,37.2
19,4.53,90.6,6.5,1,3,3,78.2
24,7.01,57.4,7.1,2,2,1,64.2
20,7.62,69.7,4.3,3,3,2,76.3
19,4.64,45.4,7.3,3,2,1,59.8
20,6.85,71.5,6.7,3,1,2,63.9
17,6.39,91.7,7.3,2,3,1,64.6
19,6.19,49.1,8.2,2,2,1,80.9
21,0.89,76.6,8.3,3,2,3,49.8
24,3.83,58.9,8.2,1,3,3,47.8
22,3.89,61.2,4.5,3,2,1,56.2
23,6.3,40.6,9.4,3,2,1,69.3
21,4.69,72,8.9,1,1,1,70.5
17,6.56,99.1,9.3,1,2,1,87.5
20,7.65,48.8,5,3,2,3,69.1
24,4.44,54.1,7.5,1,2,3,52.2
17,6.33,53.6,9.6,2,2,2,77.3
24,4.48,73.7,9.6,2,1,3,87.6
22,5.01,51.4,6.2,2,1,3,80.9
19,3.81,97.1,9.1,1,1,2,63.5
23,7.68,81.8,6.8,1,2,3,93.5
23,6.54,77.5,4.5,2,1,1,100
17,6.02,40.6,9.8,2,3,3,84.1
17,2.64,68.2,5.9,2,1,2,57.1
22,3.88,88.6,5.7,3,2,2,74.1
24,6.9,70.4,9.4,3,2,1,100
17,7.49,84.3,8.5,1,2,1,65.3
22,7.91,80.9,6.2,3,2,2,92.2
18,5.88,95.8,8.8,2,2,2,72.4
22,5.85,62,4.1,2,2,3,71.2
21,0.75,89.5,7.5,2,1,1,51.6
17,6.01,55.6,5.6,1,1,1,41.1
22,2.77,73.5,7.3,2,3,3,45.6
24,6.92,77.1,6,1,2,2,67.9
23,0.09,66.6,8.3,3,2,1,19.599
17,7.48,46.1,7.8,3,2,2,81.1
18,3.87,66.1,8.3,3,1,3,63
18,1.02,51.8,8.3,2,3,2,45.5
20,4.81,69.2,8.5,3,2,3,77.3
18,5.54,41.2,9.9,1,2,2,59.7
23,6.24,69,6.7,3,1,1,65.3
23,5.61,62.6,8.5,2,2,2,80.2
23,4.43,40.8,5.3,1,1,1,50.6
18,0.66,77.4,9.8,1,3,2,53.3
17,6.9,58.8,9.1,2,2,2,74.5
24,7.87,74.9,4.6,1,1,1,68.5
19,6.22,93.2,8.8,2,1,2,78.9
22,0.28,91.9,7.5,1,2,2,60.3
24,6.05,70.2,6.4,1,2,3,90.3
17,2.16,68.3,4.7,1,3,1,38.6
17,7.7,72,7.7,3,1,3,87.2
17,0.51,63.4,7.1,2,1,3,47
18,0.74,57.7,9,1,1,2,46.5
17,1.45,49.5,6.4,3,1,1,46.5
23,6.03,94.9,7.1,3,1,1,79.6
21,5.21,43.7,6.6,2,3,2,60.7
24,5.82,60.7,4.5,1,2,3,95.9
23,2.83,50,6.8,3,2,2,39.3
24,7.04,43.6,9.7,2,2,2,79.2
18,3.57,50.4,4.1,2,2,3,66.6
19,1.07,67.4,8.4,2,3,2,32.3
23,6.14,73.5,6.5,2,1,1,80.6
18,4.24,93.7,5.1,3,2,1,68.7
17,4.75,81,8.1,3,1,3,94.6
22,3.08,88.1,6.2,3,3,1,59.8
23,5.69,73.2,9.9,1,2,2,82.9
24,0.28,52.1,7.1,3,2,3,44
24,3.93,91,6.5,3,2,3,76.7
17,3.42,68.5,9.8,1,2,3,57.8
23,5.97,86.3,5.7,1,2,3,82.7
23,2.13,40.6,9.8,1,2,3,46.9
22,1.87,66.7,8.6,3,1,2,51.1
23,2.56,60.3,7.3,2,2,2,33.4
23,3.84,57.8,6.2,2,2,3,51.3
20,1.68,80.5,4.4,2,1,2,29.9
17,5.47,89.5,9.7,3,3,3,100
20,2.65,91.8,7.8,2,2,1,61.4
18,3.37,88,7.2,3,2,2,73.8
17,4.46,88.7,7.9,2,2,2,66.6
17,3.02,90.1,9.3,3,1,2,61.6
22,5.61,81.6,5.8,2,2,3,71.3
21,5.25,85.6,7.1,1,3,1,65.5
21,6.05,53.3,8.9,1,1,2,47.1
22,4.18,97.4,9.3,3,1,3,83.7
21,2.94,70.2,8.3,2,1,2,58.1
22,1.61,55.8,7.5,1,1,1,41.8
17,3.5,67.3,6.3,1,1,3,45.1
23,6.98,89.4,5.5,2,3,3,76.5
20,0.97,81.5,7.9,3,2,1,48
18,1.72,49.2,8.3,1,3,3,28.1
23,5.32,66.3,6.9,2,2,2,86.4
22,4.6,85.3,9.7,2,1,2,73.1
17,7.33,81.6,4.9,2,3,2,76.3
18,0.23,51.4,7.1,2,2,2,38.3
17,7.03,84.6,8,3,2,3,100
19,5.8,80.5,9.7,3,2,2,81.9
17,6.2,54.7,5.6,2,1,2,67.2
22,3.03,58.5,5.5,1,2,2,39.5
21,2.46,65.2,6.9,3,3,2,71.9
24,0.12,80.4,8.2,3,1,2,50.9
22,6.3,97.1,5.9,1,2,3,93.6
21,1.29,99.4,7.1,1,2,1,33.9
21,1.81,81.4,4.8,2,2,1,32.3
17,2.21,64.7,9.6,2,1,2,60.6
17,6.96,44.1,5.2,3,2,3,81.7
21,2.3,75.6,5.5,3,2,1,69.8
17,3.41,68.9,6.5,1,2,3,53.2
17,5.98,80.2,4.8,2,2,1,63.4
18,7.14,97.9,9.7,2,3,2,88.1
24,6.33,50,7.9,1,3,2,77.9
20,4.28,62.2,8,2,2,3,71
22,0.08,74.6,5.2,2,2,1,41.1
20,1.26,61,6,3,3,1,68
18,2.03,50.6,5.2,1,3,2,19.599
19,3.31,75.9,4.5,3,2,3,53.8
17,2.9,42.4,6.6,1,2,1,21.6
23,4.12,62.6,6.8,3,1,3,45.5
18,3.3,98.4,8.1,1,2,3,80
20,5.81,68.7,6.7,2,3,3,62.3
24,0.42,46.1,9.9,3,1,1,27.6
21,7.91,90.1,6.9,2,2,2,91.3
20,6.74,50.7,6.7,1,1,2,68.1
21,2.68,55,5.6,2,3,1,59.9
23,3.17,97.7,7.7,3,2,2,78.9
19,7.71,86.5,8.9,3,1,3,87.2
22,7.49,59.3,9.8,2,3,3,82.3
23,3.15,78.8,4.9,1,1,3,49.3
21,0.48,69.3,4.2,3,1,1,58.6
20,7.9,93.5,9.9,2,2,2,100
18,5.23,73.6,6.5,2,2,2,70.9
18,5.54,79.6,8,3,1,2,75.4
24,2.2,48.9,9.7,2,1,1,47.1
21,6.55,55,4.1,3,3,1,75.5
19,4.46,41.6,5,3,1,2,52.5
20,3.76,75.3,8.8,2,1,3,41.9
21,5.93,73.8,8.1,2,1,2,68.6
21,2.98,58.5,6.7,2,2,1,39.6
22,3.44,53.9,9.8,3,2,2,52
19,5.22,67.2,8,2,2,3,63.5
22,5.12,46.2,4.2,3,1,2,67.6
20,7.77,91.2,4.6,2,1,2,86.1
24,4.5,89.9,9.3,3,2,3,76
18,2.57,75.8,9.8,1,2,1,38.8
18,2.3,94.1,5.5,2,1,1,45.6
20,4.27,76.8,5.3,3,1,2,69.1
21,0.96,69.5,4.3,1,2,3,47.9
22,4.7,76,4.7,1,2,3,72.5
20,3.12,45.1,5.5,3,1,3,42.3
24,2.82,53,9.5,3,2,2,84.8
20,1.54,73.5,4.8,2,3,2,75.3
18,3.96,46.7,4.5,3,2,1,34.5
17,0.3,88.6,9.9,1,2,1,28.5
24,4.86,50.2,4.7,1,2,3,53.1
18,2.28,65.1,5,2,3,3,61.2
24,7.24,69.1,7.2,2,2,3,97
19,4.21,49.5,5.6,2,2,2,65.4
17,6.24,54.5,6.5,3,2,2,83.7
19,6.81,69.1,6.5,2,1,2,85.9
21,7.03,46.4,7.4,3,3,2,88.4
20,6.97,51.2,4.1,1,1,3,70.4
23,1.8,41.4,8.9,1,2,1,24.4
21,2.43,70.4,6.1,3,1,2,85.6
20,5.66,89.3,9.9,1,3,2,88.4
22,4.3,88.6,9.1,1,1,1,72
24,4.87,61.3,4.1,1,2,3,53.4
20,5.42,81.2,9,3,2,3,82.4
18,0.91,99.4,5.2,2,2,2,41.7
20,1.35,65.4,4.1,2,2,1,31.2
23,5.1,94.8,4.3,2,3,3,86.6
18,5,86.7,9.2,1,2,2,57.9
24,6.54,50.6,6.1,1,2,1,54.1
21,5.55,66.7,6,3,2,2,76.9
21,1.66,95.8,8.8,3,1,1,75.3
19,0.56,50.1,9.9,2,3,2,52.8
24,3.13,43.5,9.4,2,2,3,45
17,2.97,56,9.8,2,2,2,58.5
19,6.14,40.6,4.5,1,2,3,52.9
20,5.37,47.6,6.5,1,1,1,40.3
20,6.98,65.6,5.5,2,1,3,72.9
20,4.03,85.9,7.7,2,3,1,65.1
18,2.31,52.8,9.8,2,3,3,36.5
18,4.03,91,9.8,3,2,2,82.5
17,1.72,99.3,8,2,1,2,49.4
21,0.48,67.9,8.7,3,2,1,27.6
19,4,99.4,9.2,3,2,2,73
21,3.31,74.7,6.6,2,2,1,51.1
21,0.26,43.6,7.3,3,2,1,43.2
22,5.77,46.6,9.3,3,2,1,69.5
21,5.15,70.8,6.4,2,1,3,74.8
22,0.59,95.3,6.3,2,1,1,44.1
21,5.68,45.9,9,2,1,2,80.3
22,0.66,74.3,9.2,2,2,1,47.2
21,4.14,88.7,8.6,1,1,1,54
19,4.98,99,6.8,2,2,2,100
18,3.99,94.5,6.5,1,2,3,77.6
23,5.98,46.4,4.7,2,2,3,60.5
19,3.08,44.6,5.9,2,2,3,56.8
21,1.7,52.3,5.4,3,3,2,62.8
18,3.89,56.8,5.1,3,2,3,62.5
20,2.74,91.9,8.5,1,2,3,63.9
21,1.21,78.7,8,1,2,2,34.6
22,3.77,96.5,4.4,1,3,1,66.3
21,1.61,65.1,5,2,3,3,49.7
19,3.76,64.6,6.2,1,2,2,43.7
24,4.74,56.8,6.6,1,2,2,52.7
21,6.26,66.3,9.1,3,1,2,88.5
23,6.83,87.5,4.2,3,2,2,90.1
22,5.35,81.8,5.3,1,1,3,75.2
21,7.15,87.4,9.3,3,3,2,85.4
24,4.46,89.8,6.2,3,2,2,94.7
18,5.68,40.6,5.3,1,2,3,54.8
24,6.16,54.2,7.5,3,3,3,92.6
23,6.6,79.3,9.8,2,1,2,79.4
21,6.01,66.8,9.6,3,1,2,74.4
22,7.22,47,7.2,2,1,2,71.3
21,3.78,43.9,4.6,2,1,3,59.4
19,7.63,96.6,4.9,3,3,3,90
23,3.2,90.9,5.9,2,2,1,69.4
18,0.56,59.1,9.2,2,2,3,36.8
19,1.46,78.4,8.8,1,1,1,38.4
21,4.47,48.8,9.9,1,3,3,65.9
23,0.12,48.1,7,2,2,2,44
20,1.26,60,7.5,1,1,3,60.5
20,2.99,56.9,5.9,2,2,2,32.7
17,4.99,98.8,7.1,1,1,1,59.3
17,1.32,41.5,8.3,1,1,2,24.1
17,4.6,72.8,4.2,3,2,3,68.7
17,5.31,91.2,9.3,2,1,1,76.4
23,6.11,41.6,7.7,3,2,3,99.1
23,5.28,73.2,5.9,2,2,3,97.8
23,2,62.8,5.9,1,2,3,70.8
17,7.91,53,9.9,3,3,1,100
17,7.11,54.1,5.8,2,1,1,70.5
19,2.99,88.9,7.4,3,3,2,55.1
21,0.23,67.9,6.2,1,1,2,19.599
19,4.23,42.8,7.3,2,2,1,58.2
20,6.92,64.5,6.5,1,2,2,74.8
18,6.58,89,6.9,1,2,3,100
22,7.18,81.3,4.5,2,3,1,77.1
19,7.76,97.3,4.4,1,2,1,93.4
17,5.7,86.4,9.1,2,2,1,87.5
22,1.3,50.3,9.1,3,2,1,19.599
24,0.29,44,9.9,2,1,2,35.9
17,1.21,67.8,7.7,1,1,2,36.3
20,1.61,66.7,5.8,3,1,1,29.3
23,0.49,72.9,9.3,1,2,1,54
22,3.63,80.3,9.7,3,2,1,76.1
23,6.27,55.3,5.8,2,2,2,86
20,0.08,99.3,6.5,1,2,1,43.4
19,6.43,69.7,7,3,2,1,78.5
22,7.4,82.9,6.6,1,2,2,86.9
18,1.22,64.5,7.5,3,1,3,54.1
18,0.17,81.1,9.4,3,2,1,60.1
21,3.83,99,9.5,1,1,2,69.1
22,6.95,49.2,4.6,1,3,3,59.4
17,5.89,66.2,8.3,3,1,1,92.4
21,0.28,81.8,4.8,2,1,2,28.6
19,5.39,91.4,6,2,3,2,75
21,6.54,78.2,6.4,3,1,2,82.4
24,2.17,53.9,9.5,2,2,3,35.5
17,5.23,78.7,6.2,2,2,1,67.2
24,3.95,77.4,7.6,3,3,1,58
20,1.65,42.6,7.8,2,3,1,37.8
23,7.21,76.4,6.2,2,1,1,91.2
20,1.78,72,8.2,1,2,1,28.9
19,6.72,57.4,7.2,3,3,2,74.8
23,5.61,54.3,5.9,2,3,3,67.5
22,1.77,86.1,6.7,1,2,3,71.6
18,5.69,43.9,5.2,1,2,2,49.4
22,0.21,57.1,4.2,1,2,2,19.599
23,1.89,82.1,6.2,1,2,3,51
20,2.28,52.6,9.5,1,2,2,51.5
24,7.11,47.1,6.3,3,1,1,62.5
22,7.32,99,9.3,2,2,2,82.2
19,2.17,73.9,4.5,3,2,1,53.4
17,3.8,56.1,6.8,3,2,2,70.3
22,7.85,49.2,5.8,2,2,2,77.9
18,5.33,40.6,6.5,3,1,2,82.3
23,0.56,85,8.2,1,3,1,35
21,3.13,61.4,5.9,1,2,1,55.5
20,3.37,51.7,4.8,1,1,1,29.8
18,2.45,94.2,4.2,2,1,2,65.6
22,4.16,81.8,5.8,3,1,3,60.9
18,5.89,88.6,8.3,3,2,2,89.2
20,5.53,79.3,6.8,2,2,2,71.2
23,2.81,95,9.9,3,2,2,56.3
24,5.89,60.7,5.4,2,2,3,75.2
24,4.27,49.4,9.5,2,2,3,69.6
24,6.16,40.6,8.9,2,1,2,64.4
21,0.91,42,8.7,1,2,3,45.7
18,3.24,91.2,8.2,3,2,3,86.8
23,3.16,76.9,4.1,2,2,1,46.3
23,2.81,42.7,8.6,1,2,2,41.8
24,5.58,46.4,5.2,1,2,3,70.8
22,4.46,81.8,5.8,2,3,3,70.7
18,3.09,63.1,5.3,2,2,1,68.7
21,4.29,86.5,6.6,3,2,3,69.3
20,5.64,96.2,5.3,1,2,3,92.8
23,5.4,85.4,9.1,2,2,3,84.4
20,6.09,50.9,8.1,2,3,1,57.5
19,6.81,79,7.9,3,2,3,99.3
17,5.92,75.7,8.4,2,2,3,76.6
23,1.44,90.9,5.9,3,2,1,35.9
23,6.77,52,7.3,1,2,2,74.6
17,2.66,83.1,7.9,1,2,1,63.7
20,5.33,76,7.4,1,2,1,45.2
20,7.91,68.7,7.5,2,2,2,71.6
20,2.36,57.5,4.4,2,3,1,45.7
24,2.16,41.6,6.7,1,3,3,37.3
18,1.46,88.3,7.5,1,1,3,65.8
19,7.87,46.4,4.7,1,2,1,68.9
18,3.42,62.6,5.1,1,2,2,42.2
18,6.27,69.8,7.4,2,2,2,63.2
24,0.39,59.8,5,3,3,2,26.8
24,1.44,79.7,7.1,1,1,2,51
17,0.51,59.7,5.3,1,2,1,19.599
22,6.53,71,5.1,1,2,1,61.5
18,0.85,45.7,8.8,1,3,3,42.7
18,7.39,66.1,8.9,2,1,3,71.1
19,5.31,75,6,2,1,2,75
18,7.28,91.7,5.9,3,1,3,100
20,3.27,50.9,6.5,3,1,2,61.8
24,4.21,60.3,5.2,3,1,2,56.1
21,0.22,55.6,7.3,2,2,1,35.4
22,3.73,49.2,9.8,3,2,1,50.5
20,4.73,63.1,8.6,3,1,1,65.2
17,0.8,94.5,5.7,3,1,3,87
17,7.85,62.4,6.1,3,3,1,61.1
19,0.08,56.3,5.2,3,1,1,19.599
18,2.14,97.5,8.2,2,2,1,68.8
23,4.92,82.9,6,3,2,1,72
23,3.98,62.2,9.3,2,2,1,67.8
23,1.91,85,8.3,1,1,1,48.7
22,7.89,78.3,6.2,3,2,2,92.6
21,1.51,91.3,6.3,3,2,1,67.2
22,4.55,46.7,4.8,3,3,1,70.2
20,0.93,72.4,6.8,1,2,1,35.1
22,0.45,82.1,9.6,2,2,3,57.5
23,3.9,99.4,7.8,2,2,3,77.2
23,6.44,76.1,6.9,3,2,2,80.9
21,4.25,48.4,6.4,1,1,1,66.2
17,2.35,98.3,7.7,2,3,2,71.7
22,0.13,67.5,9.4,3,2,1,45
19,7.52,69.3,6.4,2,1,3,100
22,1.7,55.2,7.7,2,2,1,43.6
21,4.6,88.8,9.9,2,1,2,85
24,0.12,71.8,7.6,2,2,3,51.2
19,0.78,98.4,8.2,3,1,2,63.5
24,1.36,71.1,9.3,3,1,2,69.5
23,0.9,50.8,6.7,2,2,1,42.5
19,4.25,86.2,4.4,2,1,3,55.3
20,3.18,48.9,6.6,2,2,2,40.5
21,6.41,57,4.8,2,2,3,89.5
23,0.93,96.4,9.3,1,3,1,42.1
22,3.45,98.6,8.8,1,2,1,71.8
23,3.43,86.6,8.6,3,1,3,83.9
19,1.85,52.4,6.5,1,3,1,37.3
21,0.77,84.5,8.5,3,2,3,55.9
20,0.09,75.6,7.5,2,2,3,33.1
24,0.15,66.8,4.6,2,2,3,52.2
19,3.19,66.8,4.9,1,3,1,31.7
21,0.43,67.2,9,2,1,3,48.3
17,3.16,59.3,9.3,2,1,2,33.6
23,3.5,72.3,7.9,3,3,3,64.4
20,3.56,42.2,5.5,3,2,2,55
19,1.53,90.9,9.4,1,1,3,53.1
21,3.99,93.8,9.3,3,2,2,83.1
20,3.14,63.4,8.2,2,2,2,36.7
23,7.91,96.9,8.6,1,1,3,85.5
21,0.36,86.6,4.7,2,1,3,34.1
21,0.43,90.9,8.5,3,2,3,67.7
17,6.6,93.5,9.3,1,2,3,86.5
17,2.13,60.4,8.1,2,3,2,44.1
20,1.47,88.8,9.6,1,1,2,51.2
24,7,48.7,4.5,3,2,1,60.9
24,4.26,98.6,4.9,3,2,3,81.6
22,4.93,75.7,9.9,1,3,3,65.8
22,0.08,81.6,9.3,2,2,3,29.9
20,2.09,58.4,5.6,3,2,3,42.6
18,2.07,41.9,9.6,3,3,1,33.9
17,6.09,49.8,4.3,1,3,1,52.8
19,3.08,48.5,6.7,2,2,3,58.2
19,4.62,66.5,5.2,1,1,1,49
18,7.46,57.6,9.5,1,1,2,79.3
19,7.88,96.7,9.9,1,3,3,100
17,1.02,90.5,4.7,2,2,1,30.8
21,4.45,72.4,9.3,2,2,2,69.1
24,5.59,91.1,4.4,2,1,2,63.3
22,6.26,75.1,9.6,2,2,2,63.1
20,7.36,95.2,9.5,2,3,3,100
20,5.83,84.7,8.8,1,1,2,76.5
19,5.52,84.1,4.2,2,1,2,74.8
18,0.43,56.5,5.6,1,3,1,19.6
21,4.36,87.7,7.2,1,1,3,70.2
21,4.79,86.3,6.7,1,3,3,70.5
